Unique_ID,State,District,Disease,Cases,Deaths,Start_Date,Report_Date,Status,Comments
KL/ERN/2023/28/736,Kerala,Ernakulam,Dengue,252,00,11-07-23,16-07-23,IgM by,ELISA test at DPHL Ernakulum.
KL/WYN/2023/28/737,Kerala,Wayanad,Chickenpox,27,00,08-07-23,10-07-23,investigated the,outbreak. House to house
MH/PLR/2023/28/742,Maharashtra,Palaghar,Dengue,12,00,15-07-23,15-07-23,samples found,positive for IgM Dengue by
MH/SIN/2023/28/743,Maharashtra,Sindhudurg,Diarrheal,30,00,12-07-23,12-07-23,outbreak. All,5 samples found fit for potable
MN/IMP/2023/28/745,Manipur,Imphal,West Dengue,65,00,13-07-23,15-07-23,survey was,conducted and treated
OR/CUT/2023/28/749,Odisha,Cuttack,Diarrheal,26,00,15-07-23,15-07-23,symptoms after,consuming food from canteen.
TN/NMK/2023/28/751,Tamil,Nadu,Namakkal Unknown,17,00,11-07-23,13-07-23,outbreak. Result,of samples came negative for
WB/MRS/2023/28/755,West,Bengal,Murshidabad,32,00,15-07-23,16-07-23,cases have,history of consumption of food at
WB/MRS/2023/28/756,West,Bengal,Murshidabad,22,00,16-07-23,17-07-23,consumption of,food at a marriage ceremony.
KL/TRC/2023/28/760,Kerala,Thrissur,West Nile,01,01,09-06-23,IgM,West Nile,Virus by ELISA. 60-Year-old female
WB/MRS/2023/28/761,West,Bengal,Murshidabad Anthrax,02,00,04-05-23,MCH.,District RRT,investigated the outbreak. Sample came
CT/KAW/2019/34/1048,Chhattisgarh,Kawardha,Diarrheal,09,00,21-08-19,23-08-19,cases survey,done. All cases treated symptomatically.
GJ/AND/2019/34/1049,Gujarat,Anand,Diarrheal,40,00,19-08-19,20-08-19,cases survey,done. 2 Stool sample collected and sent to
KL/ERN/2019/34/1054,Kerala,Ernakulam,Dengue?,15,00,19-08-19,03-08-19,cases survey,done. All cases treated symptomatically.
OR/BSR/2019/34/1062,Odisha,Balasore,Diarrheal,10,00,20-08-19,21-08-19,cases were,found to be non-potable. All cases treated
PB/FTH/2019/34/1065,Punjab,Fatehghar,Saheb Diarrheal,43,00,22-08-19,22-08-19,cases,
BH/NLD/2019/34/1070,Bihar,Nalanda,Diarrheal,33,00,13-07-19,cases,survey done.,All cases treated symptomatically. Halogen
BH/SHK/2019/34/1071,Bihar,Shekhpura,Diarrheal,18,00,13-08-19,cases,house survey,done. All cases treated symptomatically. Halogen
CT/JAN/2019/34/1072,Chhattisgarh,Janjgir,Diarrheal,39,00,13-08-19,cases,result awaited.,Temporary medical camps organized in the
JH/ESI/2019/34/1073,Jharkhand,East,Singhbhum,35,00,20-07-19,to,RIMS Ranchi;,4 samples were positive for Hepatitis E (IgM
MH/STA/2019/34/1076,Maharashtra,Satara,Dengue,15,00,10-08-19,cases,collected; 9,samples were positive for Dengue (IgM ELISA).
AS/KOK/2023/29/771,Assam,Kokrajhar,Malaria,115,00,20-07-23,21-07-23,samples were,sent to Balajan BPHC which
AS/NGO/2023/29/773,Assam,Nagaon,Encephalitic,04,01,17-07-23,21-07-23,"Negative, 1",was Equivocal and 1 was found to
BH/PTN/2023/29/775,Bihar,Patna,Diarrheal,35,01,17-07-23,17-07-23,outbreak might,"be due to broken pipeline,"
GJ/AND/2023/29/776,Gujarat,Anand,Jaundice,20,00,21-07-23,21-07-23,tested for,hepatitis were non-reactive (by rapid
JH/JAT/2023/29/780,Jharkhand,Jamtara,Chickenpox,06,00,17-07-23,20-07-23,Varicella zoster,virus (VZV). Symptomatic
JH/LOH/2023/29/782,Jharkhand,Lohardaga,Chickenpox,05,00,18-07-23,18-07-23,positive for,IgM VZV (Varicella zoster virus).
JH/WSI/2023/29/784,Jharkhand,West,Singhbhum Chickenpox,05,00,22-07-23,22-07-23,out of,which two samples came positive for
group,is,in,between,12,16,Years.,4,water,
KN/CMN/2023/29/785,Karnataka,Chamarajanagar,Others,25,00,16-07-23,18-07-23,samples were,"tested at PHC Horehala, in"
KN/HAV/2023/29/786,Karnataka,Haveri,Diarrheal,17,00,18-07-23,19-07-23,samples were,found to be SPP (suitable for
KN/TUM/2023/29/788,Karnataka,Tumkur,Diarrheal,33,00,16-07-23,17-07-23,pathogens and,6 water samples were NSPP
MH/OSM/2023/29/796,Maharashtra,Osmanabad,Dengue,07,00,22-07-23,22-07-23,sent to,"GMC Solapur, out of which 4 were"
TN/CMBN/2023/29/798,Tamil,Nadu,Coimbatore Chickenpox,14,00,14-07-23,15-07-23,between 5-10,years. District RRT investigated
TN/TNJ/2023/29/800,Tamil,Nadu,Thanjavur Hepatitis A,18,00,18-07-23,18-07-23,,
TN/TPL/2023/29/801,Tamil,Nadu,Tiruchirappalli Hepatitis A,29,00,17-07-23,31-07-23,,
rash.,Affected,age,group is in between,9,6,years.,5,,
Under,Kanjirappally,for,testing. Among the,7,3,cases,were,,
cases,were,in,the age group of,15,24,years.,District,RRT,
TN/TRR/2023/29/812,Tamil,Nadu,Tiruppur Dengue,27,00,25-06-23,leptospira.,District RRT,investigated the outbreak. Health
BH/JAH/2021/10/0117,Bihar,Jahanabad,Chicken Pox,13,00,07-03-21,12-03-21,fever and,papulo-vesicular rashes. 03 blood
MH/KOP/2021/10/0118,Maharashtra,Kolhapur,Chikungunya,06,00,10-03-21,10-03-21,out of,which 06 samples found positive for
TN/MDR/2021/10/0119,Tamil,Nadu,Madurai Diphtheria,01,01,07-03-21,09-03-21,analysis to,"State Public Health Lab., DMS"
BH/GYA/2023/30/815,Bihar,Gaya,Diarrheal,13,00,26-07-23,28-07-23,outbreak. House,to house survey was
BH/SAR/2023/30/816,Bihar,Saharsa,Measles,11,00,24-07-23,25-07-23,conducted and,treated symptomatically. Two
KN/BDR/2023/30/826,Karnataka,Bidar,Diarrheal,16,00,29-07-23,29-07-23,survey was,conducted and treated
KN/BDR/2023/30/827,Karnataka,Bidar,Diarrheal,19,00,29-07-23,30-07-23,House to,house survey was conducted and
KK/IDK/2023/30/829,Kerala,Idukki,Diarrheal,27,00,25-07-23,30-07-23,RRT investigated,the outbreak. House to house
MH/AMR/2023/30/833,Maharashtra,Amravati,Diarrheal,42,00,27-07-23,28-07-23,cases developed,the symptoms after
MH/BNR/2023/30/835,Maharashtra,Bhandara,Dengue,30,00,27-07-23,27-07-23,Bhandara. District,RRT investigated the
MH/OSM/2023/30/837,Maharashtra,Osmanabad,Dengue,9,00,26-07-23,26-07-23,investigated the,outbreak. One blood sample
TN/TVR/2023/30/841,Tamil,Nadu,Thiruvarur Leptospirosis,42,01,22-07-23,26-07-23,camp was,conducted in a school with around
UP/ADK/2023/30/843,Ambedkar,Nagar,Chickenpox,10,00,24-07-23,26-07-23,survey was,conducted and treated
BH/BAN/2023/30/847,Bihar,Banka,Diarrheal,25,00,20-07-23,vomiting.,District RRT,investigated the outbreak. House to
CT/BBR/2023/30/848,Chhattisgarh,Baloda,Bazar Diarrheal,10,00,17-07-23,investigated,the outbreak.,House to house survey was
JK/RAI/2023/30/851,Reasi,Hepatitis,A,27,00,12-07-23,House,to house,surveys for active case finding were conducted.
JH/DEO/2023/30/852,Jharkhand,Deoghar,Malaria,03,00,19-07-23,conducted,and treated,symptomatically. All samples found
MG/RIB/2023/30/856,Meghalaya,Ri,Bhoi Diarrheal,46,00,19-07-23,the,outbreak. All,the cases developed the symptoms after
Surveillance,ORS,"solution,",Zinc solution.,39,167,samples,came,,
TN/CMB/2023/30/858,Tamil,Nadu,Coimbatore Measles,15,00,08-07-23,to,house survey,was conducted and treated symptomatically.
TR/AGT/2023/30/859,Tripura,Sepahijala,Dengue,259,00,18-07-23,RRT,investigated the,outbreak. House to house survey was
BH/MZP/2022/45/875,Bihar,Muzaffarpur,Dengue,02,00,03-11-22,8-11-22,Under Control,
KN/DVA/2022/45/878,Karnataka,Davangere,Diarrheal,63,00,07-11-22,07-11-22,drinking. No,enteropathogenic organism was
KN/KOD/2022/45/879,Karnataka,Kodagu,Diphtheria,01,01,03-11-22,07-11-22,Under Control,
KN/KPP/2022/45/880,Karnataka,Koppal,Cholera,41,00,05-11-22,08-11-22,"samples, one",sample was found positive for
KL/KTM/2022/45/885,Kerala,Kottayam,Poisoning,37,00,09-11-22,14-11-22,were found,positive for E.coli. Stool samples
KL/PLK/2022/45/888,Kerala,Palakkad,Diarrheal,21,00,13-11-22,16-11-22,Under Control,
TN/TNJ/2022/45/890,Tamil,Nadu,Thanjavur,22,00,10-11-22,10-11-22,Under Control,District RRT investigated the outbreak. Cases
TN/TNJ/2022/45/891,Tamil,Nadu,Thanjavur Diarrheal,15,00,09-11-22,09-11-22,Under Control,isolated in blood samples. Out of five water
KL/MLP/2022/45/893,Kerala,Malappuram,Measles,21,00,19-10-22,Eight,blood samples,were collected and sent to PH Lab
UK/DEH/2022/45/894,Uttarakhand,Dehradun,Chikungunya,423,00,13-10-22,lab,analysis to,Govt. Doon Medical College and of
VBD.,The,case,a,2,4,months,old,female,
AS/SNT/2023/31/870,Assam,Sonitpur,Mumps,06,00,28-07-23,31-07-23,ELISA. All,cases were vaccinated. The
BH/JAH/2023/31/871,Bihar,Jehanabad,Diarrheal,06,00,04-08-23,04-08-23,showed growth,of E.coli. Affected age group
GJ/PAT/2023/31/874,Gujarat,Patan,Dengue,40,00,03-08-23,04-08-23,of which,13 were found to be NS1 ELISA
KN/RCR/2023/31/880,Karnataka,Raichur,Diarrheal,15,00,02-08-23,04-08-23,RRT investigated,the outbreak. Community
MH/AGB/2023/31/884,Maharashtra,Aurangabad,Dengue,11,00,03-08-23,03-08-23,outbreak. Community,awareness and health
OR/BSR/2023/31/891,Odisha,Baleshwar,Diarrheal,18,00,02-08-23,03-08-23,growth was,"found. 2 water samples were tested,"
OR/BAG/2023/31/892,Odisha,Bargarh,Diarrheal,15,00,03-08-23,03-08-23,normal. District,RRT investigated the
OR/BAG/2023/31/893,Odisha,Bargarh,Diarrheal,13,00,01-08-23,01-08-23,for water,samples & Growth of E.coli in rectal
JH/RMG/2023/31/905,Jharkhand,Ramgarh,Diarrheal,10,00,16-07-23,had,history of,consumption of Prasad in a social gathering.
JH/SBG/2023/31/906,Jharkhand,Sahebganj,Dengue,286,01,22-07-23,investigated,the outbreak.,Regular house to house fever survey
KL/ERN/2023/31/907,Kerala,Ernakulam,Food Poisoning,31,00,25-07-23,Water,samples were,"collected and sent to RPH Lab Ernakulam,"
PD/PON/2023/31/908,Puducherry,Pondicherry,Dengue,15,00,25-07-23,NS1Ag,and 27,samples tested at Arupadaiveedu medical
TN/MDR/2023/31/909,Tamil,Nadu,Madurai Hepatitis A,137,00,15-07-23,Serum,& 22,"Water samples were sent to DPHL, Madurai, out"
HR/JND/2023/32/914,Haryana,Jind,Dengue,17,00,10-08-23,10-08-23,Cases were,treated symptomatically. Out of 17
JK/BGM/2023/32/916,Badgam,Hepatitis,A,38,01,01-08-23,10-08-23,samples 8,came positive for IgM HAV and 4
JH/LOH/2023/32/920,Jharkhand,Lohardaga,Chickenpox,07,00,11-08-23,11-08-23,cases. All,5 samples came positive for IgM
KN/CHI/2023/32/922,Karnataka,Chitradurga,Diarrheal,21,00,12-08-23,12-08-23,outbreak. One,water sample found unfit for
MG/WGH/2023/32/928,Meghalaya,West,Garo Hills,27,00,08-08-23,08-08-23,cases diagnosed,as Typhoid by WIDAL test at
NG/WOR/2023/32/929,Nagaland,Wokha,Dengue,165,00,07-08-23,09-08-23,available result,came positive for IgM Dengue
OR/SBP/2023/32/931,Odisha,Sambalpur,Diarrheal,92,00,11-08-23,12-08-23,RRT investigated,the outbreak. Cases were of
RJ/JWR/2023/32/932,Rajasthan,Jhalawar,Cholera,78,00,11-08-23,12-08-23,outbreak. 7,out of 24 samples found positive
RJ/JWR/2023/32/933,Rajasthan,Jhalawar,Diarrheal,28,00,11-08-23,12-08-23,symptoms after,consumption of mid-day meal
BH/ARN/2023/32/938,Bihar,Aurangabad,Diarrheal,20,00,04-08-23,nausea,and weakness.,District RRT investigated the outbreak.
JH/ESI/2023/32/942,Jharkhand,East,Singhbum Dengue,30,00,05-08-23,came,positive IgM,Dengue by ELISA. House to house fever
JH/GIR/2023/32/943,Jharkhand,Giridih,Diarrheal,24,02,09-07-23,as,the height,"of side wall very low, resulting into flow rain"
MH/GOD/2023/32/945,Maharashtra,Gondia,Malaria,64,01,29-07-23,house,fever survey,done along with vector survey. Cases
MH/STA/2023/32/946,Maharashtra,Satara,Dengue,05,00,28-07-23,found,positive for,IgM Dengue by ELISA. House to house
AS/JRT/2022/24/444,Assam,(IHIP),Jorhat Unknown,25,0,15-06-2022,16-06-2022,Under Control,sent to Cenijan MPHC. Samples were found
JK/GBL/2022/24/447,Kashmir,Ganderbal,Chickenpox,13,0,12-06-2022,13-06-2022,Under Control,Cases were isolated. Frequent changes of bedding
KN/SHI/2022/24/452,Karnataka,Shivamogga,Diarrheal,45,00,13-06-22,14-06-22,Under Control,
KN/KOL/2022/24/453,Karnataka,Kolar,Diarrheal,13,00,14-06-22,14-06-22,Under Control,for portable purpose. District RRT investigated
KN/MNY/2022/24/455,Karnataka,Mandya,Diarrheal,14,00,12-06-22,15-06-22,Under Control,Enteropathogenic organism. Five water samples
KN/BIJ/2022/24/456,Karnataka,Vijayapura,Chikungunya,16,00,12-06-22,15-06-22,Under Control,
PB/PTL/2022/24/461,Punjab,(IHIP),Patiala Diarrheal,283,0,15-06-2022,17-06-2022,Under Control,"Ludhiana (PAU). Of these, eight were found not"
UP/STP/2022/24/465,Sitapur,Food,Poisoning,39,0,03-05-2022,14-06-2022,Under Control,awaited. District RRT investigated the outbreak.
GJ/SBK/2022/24/466,Gujarat,(IHIP),Sabarkantha Hepatitis A,9,0,07-06-22,positive,for Hepatitis,A. Water sample showed presence of
CT/BJP/2023/33/959,Chhattisgarh,Bijapur,Chickenpox,10,00,17-08-23,17-08-23,Community awareness,and health education
DL/DLS/2023/33/961,Delhi,South,Delhi Dengue,40,00,17-08-23,18-08-23,investigated the,outbreak. Community
GJ/PAT/2023/33/963,Gujarat,Patan,Hepatitis A,18,00,19-08-23,19-08-23,positive for,Anti-HAV by IgM ELISA. District
GJ/SRD/2023/33/964,Gujarat,Surendranagar,Diarrheal,119,00,15-08-23,15-08-23,years. District,RRT investigated the outbreak.
JK/PWM/2023/33/970,Pulwama,Hepatitis,A,12,00,16-08-23,16-08-23,blood samples,were found to be positive for
JH/CHA/2023/33/974,Jharkhand,Chatra,Diarrheal,12,00,18-08-23,19-08-23,affected was,02-53 years. District RRT
KN/VIJ/2023/33/978,Karnataka,Vijayapura,Diarrheal,41,00,15-08-23,15-08-23,hand washing,"practices, food hygiene. RRT"
KL/MLP/2023/33/980,Kerala,Malappuram,Dengue,24,00,13-08-23,15-08-23,Community awareness,and health education
MH/BED/2023/33/984,Maharashtra,Beed,Dengue,17,01,17-08-23,17-08-23,Community awareness,and health education
MH/BED/2023/33/985,Maharashtra,Beed,Dengue,07,01,17-08-23,17-08-23,education given,by peripheral health team on
MH/JLN/2023/33/989,Maharashtra,Jalna,Dengue,05,01,12-08-23,18-08-23,Container survey,were conducted in the area
MH/THN/2023/33/990,Maharashtra,Thane,Leptospirosis,01,01,15-08-23,18-08-23,14 days,house to house fever surveillance were
MN/TAM/2023/33/991,Manipur,Tamenglong,Diarrheal,24,00,12-08-23,20-08-23,given by,"peripheral health team on hygiene, and"
NG/PER/2023/33/994,Nagaland,Peren,Diarrheal,12,00,14-08-23,14-08-23,Community awareness,and health education
TN/ERO/2023/33/999,Tamil,Nadu,Erode,13,00,18-08-23,19-08-23,with Dog,Bite. District RRT investigated the
TN/TPL/2023/33/1001,Tamil,Nadu,Tiruchirappalli Diarrheal,41,00,17-08-23,18-08-23,"Trichy, out",of which in 2 water samples
CT/CHD/2023/33/1010,Chandigarh,Chandigarh,Cholera,16,00,15-07-23,Manimajra,"cases, culture",for vibrio cholerae was used. At DH
KL/THI/2023/33/1011,Kerala,Hepatitis,A,07,00,03-08-23,11,for HAV,card test at CHC Anchal and two were found to be
KL/PLK/2023/33/1012,Kerala,Palakkad,Jaundice,07,00,06-08-23,HAV,IgM RAT,positive. All affected were belonged to age-
KL/TRC/2023/33/1013,Kerala,Thrissur,Hepatitis A,13,00,30-07-23,Hepatitis,A IgM,ELISA. 4 water samples were taken and sent for
UP/KNR/2023/33/1017,Kanpur,Dehat,Malaria,60,00,08-08-23,Vivax,(RDT). District,RRT investigated the outbreak. Active
BH/PAC/2019/32/0989,Bihar,West,Champaran Diarrheal,15,03,01-08-19,07-08-19,cases symptomatically.,Halogen tablets and ORS
KN/CKR/2019/32/0990,Karnataka,Chikkaballapur,Diarrheal,71,00,06-08-19,08-08-19,cases sample,collected and sent to BMRCI; result
KN/TUM/2019/32/0992,Karnataka,Tumkur,Dengue,14,00,06-08-19,07-08-19,cases collected,and sent to DPHL Tumkur; 1 sample was
MH/NAG/2019/32/0994,Maharashtra,Nagpur,Diarrheal,12,00,05-08-19,07-08-19,cases samples,collected; result awaited. All cases treated
OR/RAY/2019/32/0999,Odisha,Rayagada,Diarrheal,13,00,11-08-19,11-08-19,cases samples,collected sent to DPHL Rayagada; were
TN/THE/2019/32/1003,Tamil,Nadu,Theni Chikungunya,34,00,09-08-19,11-08-19,cases,
WB/NDA/2019/32/1007,West,Bengal,Nadia Dengue,27,00,09-08-19,10-08-19,cases,
TR/GOT/2019/32/1011,Tripura,Gomati,A & E/,43,00,28-07-19,cases,samples were,positive for Hepatitis E (IgM ELISA); 02
WB/BNK/2019/32/1012,West,Bengal,Bankura,17,00,26-07-19,cases,"SSKM, Kolkata;",result awaited. Water samples collected;
BH/BUX/2020/10/0211,Bihar,Buxar,Diarrhoeal,50,00,03-03-20,07-03-20,with pain,abdomen and loose stools. Cases were
HR/MWT/2020/10/0216,Haryana,Nuh,Chickenpox,05,00,03-03-20,09-03-20,Active case,search conducted. Cases presented with
OR/JAJ/2020/10/0222,Odisha,Jajpur,Chickenpox,12,00,01-03-20,04-03-20,Under Control,
years.,A,total,of,02,03,water,samples,,
OR/CUT/2020/10/0224,Odisha,Cuttak,Jaundice,08,00,02-03-20,03-03-20,Under Control,"samples collected and sent to SBPL, result awaited."
PB/SAS/2020/10/0227,Punjab,SAS,Nagar Chickenpox,13,00,11-03-20,12-03-20,between the,age group 4 and 14 years. Alll cases
KL/ERN/2020/10/0240,Kerala,Ernakulam,Cholera,01,00,21-02-20,and,vomiting. A,single stool sample collected and sent to PH
MH/AGB/2020/10/0241,Maharashtra,Aurangabad,Leptospirosis,01,01,19-02-20,with,"fever, pain","abdomen, headache and vomiting. Case was"
OR/MBJ/2020/10/0244,Odisha,Mayurbhanj,Jaundice,09,00,20-02-20,food,in a,social gathering. A total of 05 water and 03 blood
OR/GJM/2020/10/0245,Odisha,Ganjam,Chickenpox,18,00,15-02-20,between,6 and,55 years. A total of 07 blood samples collected
TN/NGP/2020/16/271,Tamil,Nadu,Nagapatinam Diarrheal,11,00,14-04-20,19-04-20,and sent,"to DPHL, Nagapattinam and 02 stool"
MH/GAD/2020/16/272,Maharashtra,Gadchiroli,Malaria,14,01,03-04-20,house,survey done.,All the 14 blood smears collected were
BH/MZP/2023/15/289,Bihar,Muzaffarpur,Encephalitic,01,00,12-04-2023,13-04-2023,treatment was,given. District RRT investigated
KL/PLK/2023/15/290,Kerala,Palakkad,Hepatitis A,13,00,10-04-23,18-04-23,found to,be HAV IgM ELISA positive. All
KN/DHA/2023/15/293,Karnataka,Dharwad,Diarrheal,13,00,11-04-23,11-04-23,drinking by,MPN method. Stool sample
PB/NWS/2023/15/296,Punjab,S.A.S,Nagar Diarrheal,19,00,07-04-2023,11-04-2023,fit for,drinking purpose. District RRT
BH/MZP/2023/15/300,Bihar,Muzaffarpur,Encephalitic,01,00,05-04-2023,treatment,was given.,District RRT investigated the outbreak.
KL/ERN/2023/15/302,Kerala,Ernakulam,Hepatitis A,20,00,24-03-23,investigated,the outbreak.,Cases were treated symptomatically.
The,most,affected,age group was,14,20,years.,District,RRT,
KN/CKR/2022/15/134,Jharkhand,Godda,Measles,14,00,10-04-22,12-04-22,Ranchi. Of,"these, one sample was found positive"
KN/CKR/2022/15/137,Odisha,Ganjam,Diarrheal,39,00,08-04-22,12-04-22,was found,to be unfit for drinking. District RRT
KN/CKR/2022/15/138,Tamil,Nadu,Kancheepuram,15,00,16-04-22,18-04-22,Under Control,
KN/CKR/2022/15/139,Tamil,Nadu,Kallakurichi Diarrheal,14,00,17-04-22,18-04-22,water was,found not fit for drinking. No
KN/CKR/2022/15/141,West,Bengal,Diarrheal,105,00,12-04-22,13-04-22,Under Control,District RRT investigated the outbreak. They
KN/CKR/2022/15/142,West,Bengal,Food Poisoning,160,00,16-04-22,17-04-22,Result awaited.,District RRT investigated the
KN/CKR/2022/15/143,West,Bengal,Diarrheal,132,00,17-04-22,19-04-22,swab samples,were sent to NICED & WBPHL.
KN/CKR/2022/15/144,Kerala,Palakkad,Dengue,18,00,26-03-22,confirmation,by ELISA,and all were found negative for
KN/BEG/2019/08/0195,Karnataka,Belagavi,Diarrheal,37,00,22-02-19,22-02-19,survey done.,3 stool samples sent to DPHL
PB/HRP/2019/08/0201,Punjab,Hoshiarpur,Mumps?,13,00,20-02-19,20-02-19,house survey,done. All the children were less
TN/SLM/2019/08/0204,Tamil,Nadu,Salem Chickenpox,11,00,21-02-19,24-02-19,Sarakapillaiyur. District,RRT investigated the
TN/AIR/2019/08/0206,Tamil,Nadu,Ariyallur Chickenpox,12,00,20-02-19,23-02-19,investigated the,outbreak. House to house survey
TN/CUD/2019/08/0208,Tamil,Nadu,Cuddalore,36,00,18-02-19,19-02-19,"samples, 4",stool samples were collected sent to
KN/DHA/2019/27/0784,Karnataka,Dharwad,Mumps,05,00,01-07-19,03-07-19,fever and,bilateral swelling of parotid glands.
KL/ALP/2019/27/0785,Kerala,Alappuzha,Diarrheal,94,00,05-07-19,06-07-19,awaited 04,water & 09 stool samples collected
MG/JTH/2019/27/0786,Meghalaya,Jaintia,Hills,23,00,03-07-19,04-07-19,consumption of,"food in a funeral function, after"
PB/MOG/2019/27/0788,Punjab,Moga,Diarrheal,13,00,01-07-19,01-07-19,taken and,Municipal Corporation informed. 3
TN/TVR/2019/27/0791,Tamil,Nadu,Tiruvallur Diarrheal,11,00,06-07-19,07-07-19,sent to,"DPHL Tiruvallur, result awaited. All 11"
TL/MHB/2019/27/0792,Telangana,Mahabubnagar,Chikungunya,26,00,04-07-19,08-07-19,were prepared,and all found negative for Malaria
TR/AGT/2019/27/0795,Tripura,West,Tripura,29,00,04-07-19,08-07-19,in a,ceremony after which they developed
AR/ESN/2019/27/0799,East,Siang,Scrub Typhus,18,00,22-06-19,collected,and all,found positive for Scrub Typhus and tested
AR/TRP/2019/27/0801,Tirap,Enteric,Fever,42,00,07-01-19,positive,by Widal,test at CHC Deomali. Majority of cases
CT/KAW/2019/27/0805,Chhattisgarh,Kawardha,Diarrheal,10,00,24-06-19,Lohara.,District RRT,investigated the outbreak. House to
CT/RPR/2019/27/0806,Chhattisgarh,Raipur,Viral Hepatitis,06,00,28-06-19,sewage.,10 blood,samples collected and sent to JNM Medical
JH/DHN/2019/27/0808,Jharkhand,Dhanbad,Chickenpox,08,00,19-06-19,"fever,",cough and,rash. 5 blood samples collected and sent to
KN/CKR/2019/27/0809,Karnataka,Chickaballapura,Chikungunya,45,00,20-06-19,the,village. All,the patients have been treated locally. 4 serum
OD/KJR/2019/27/0813,Odisha,Keonjhar,Diarrheal,13,00,29-06-19,outbreak.,01 rectal,"swab & 03 water samples collected, result"
UP/MTH/2019/27/0817,Uttar,Pradesh,Mathura Diarrheal,194,00,27-06-19,observed,in the,supply line. 4 water samples collected and
WB/MDW/2019/27/0818,West,Bengal,West Medinipur,135,00,26-06-19,"night,",pilgrims cases,had history of consuming Prasad in a
GJ/MHS/2022/09/048,Gujarat,Mahesana,Food Poisoning,1268,00,05-03-22,05-03-22,F&D Department.,Result awaited. All the stool
KL/ERN/2022/09/050,Kerala,Ernakulam,Diarrheal,21,00,24-02-22,07-03-22,"these, four",samples were found satisfactory and
KN/TUM/2022/09/051,Karnataka,Tumakuru,Diarrheal,27,00,03-03-22,04-03-22,Under Control,
MH/AKL/2022/09/052,Maharashtra,Akola,Food Poisoning,102,00,01-03-22,02-03-22,Under Control,investigated the outbreak. People had apparently
TL/WRG/2022/09/053,Telangana,Hanumakonda,Food Poisoning,22,00,02-03-22,03-03-22,Under Control,
WB/SPG/2022/09/054,West,Bengal,Diarrheal,21,00,23-02-22,23-02-22,Under Control,found in any of the samples. District RRT
WB/NCP/2022/09/055,West,Bengal,Diarrheal,359,01,05-03-22,06-03-22,that residual,free chlorine level was <0.1 mg/L
JH/SIM/2022/09/056,Jharkhand,Simdega,Chickenpox,12,00,07-02-22,investigation.,All the,collected samples were found
MH/AMR/2020/40/441,Maharashtra,Amravati,Dengue,05,00,24-09-20,29-09-20,house survey,done. Out of 13 serum samples
MH/PBT/2021/52/0726,Maharashtra,Jalgaon,Fever,13,00,28-12-21,31-12-21,all tested,negative for Dengue and Chikungunya.
OR/SUN/2021/46/0649,Odisha,Sundargarh,Food Poisoning,98,00,21-11-21,26-11-21,Under Control,RRT investigated the case. Symptomatic
OR/BAG/2021/46/0650,Odisha,Bargarh,Diarrheal,28,00,21-11-21,22-11-21,Under Control,
TN/TNJ/2021/46/0651,Tamil,Nadu,Thanjavur Typhoid,19,00,17-11-21,18-11-21,"Of these,",nine were found positive for Typhoid
TN/VEL/2021/46/0652,Tamil,Nadu,Thirupathur,13,00,16-11-21,17-11-21,Under Control,no growth. District RRT investigated the
UP/AUR/2021/46/0653,Uttar,Pradesh,Auraiya Dengue,43,00,18-11-21,20-11-21,and sent,"to GSVM, Kanpur. Of these, three were"
UP/KNU/2021/46/0655,Uttar,Pradesh,Kanpur Zika Virus,142,00,23-10-21,15-11-21,and sent,"to KGMU, Lucknow. Of these, 142"
WB/MRS/2021/46/0656,West,Bengal,Murshidabd Food Poisoning,152,00,22-11-21,23-11-21,Under Control,
UK/UTT/2021/46/0658,Uttarakhand,Uttarkashi,Viral Hepatitis,30,00,20-11-21,were,"collected, six",samples were sent to DH Uttarkashi and
CT/BLD/2022/51/999,Chhattisgarh,Balod,Diarrheal,15,00,19-12-2022,20-12-2022,sent to,PHE balod. All water samples found
HR/PNP/2022/51/1000,Haryana,Panipat,Measles,07,00,03-12-22,20-12-22,and rashes.,District RRT investigated the
KN/DVA/2022/51/1001,Karnataka,Davangere,Leptospirosis,01,01,19-12-22,20-12-22,sample collected,and sent to Yenapoya
KN/MNY/2022/51/1004,Karnataka,Mandya,Chickenpox,37,00,19-12-22,20-12-22,school Chinnakurali.,Six blood samples
KN/TUM/2022/51/1006,Karnataka,Tumkur,Fever & URTI,16,00,10-12-22,22-12-22,,
KL/ERN/2022/51/1007,Kerala,Ernakulam,Food Poisoning,23,00,18-12-22,26-12-22,Ernakulam with,pain abdomen and vomiting.
KL/CNR/2022/51/1008,Kerala,Kannur,Food Poisoning,37,00,19-12-22,20-12-22,"Irivery, District",Kannur with vomiting and
TL/ADL/2022/51/1011,Telangana,Adilabad,Diarrheal,35,00,25-12-22,26-12-22,one food,sample showed presence of
GJ/SRT/2022/51/1012,Gujarat,Surat,Measles,15,00,01-11-2022,play,major part.,District RRT investigated the outbreak.
MH/AGB/2022/51/1003,Maharashtra,Aurangabad,Measles,06,00,02-12-2022,measles,positive. District,RRT investigated the outbreak.
MH/KOP/2022/51/1014,Maharashtra,Kolhapur,Diarrheal,16,00,07-12-2022,leakages,"were repaired,",House to house survey and
MH/KOP/2022/51/1015,Maharashtra,Kolhapur,Diarrheal,50,00,05-12-2022,given.,Active identification,& controlling source of infection.
